datetime,name,message,score,positive_value,negative_value,joy,surprise,sadness,pleasant,fear,anger,neutral
30/11/2022 19:31,NARDEAR KRS,ไหวป่าววว,66.67,1,0,0,0,0,0,0,0,1
30/11/2022 19:31,Gerelily,ขอบคุณที่มาฮีลใจน้องครับ,75,1,0,0,0,0,0,0,0,0
30/11/2022 19:31,Moonista Gal,สตาร์ทเครื่อวเป็นไวบ้างแล้วพี่,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,NEONN N,สวัสดีค่ะพี่เอก,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Rungrawee L.,สวัสดีค่าาา,0,0,0,1,0,0,0,0,0,0
30/11/2022 19:31,Mintny Bambi,พี่เปิดไมค์ๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,wawawawawawhanjupjupjapjap,ม้าาา,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,imvi,อย่าลืมเปิดไมค็,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Thanaset Kundilokvanich,พรี่เอกกกกกกกกก,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Dream WT,พี่ลืมเปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,NARDEAR KRS,ไมค์ๆๆๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Wenldy Blue,ไมค์พี่ๆๆๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Halotee,ว้าวววว มาค่ะ,0,0,0,0,0,0,1,0,0,0
30/11/2022 19:31,Amaraporh Ppd,เปิดยังไม่ไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Plaii,มาฮะ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Elysia s Chair,ดีค้าบบ,75,1,0,0,0,0,1,0,0,0
30/11/2022 19:31,Mintny Bambi,:_lol::_lol::_lol:,75,1,0,0,0,0,0,0,0,0
30/11/2022 19:31,Aummarin Pom Kamyoo,มานะๆๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Janji K.,มาาาาา,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,AdK ก้องไก่กุ้กๆ,มาค้าบบบบบ :_hello::_hello::_hello:,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Moonista Gal,ไมค์ ๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Cumberoil ,มาแล้ววว,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Gerelily,พี่ยังไม่ได้เปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Nat'nat Kanjana,เปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Pakwun Y.,สวัสดีค่าาาา,0,0,0,1,0,0,0,0,0,0
30/11/2022 19:31,GLOY Maneerat,เปิดไมค์พี่,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,my sunshine,เช็คชื่อค่า,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,dawwadung,ไมค์ๆๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,LT Chang,:_hello::_hello::_hello::_hello::_0death::_0death::_0death::_0death:,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,ORANGIE,ไม่ได้ยินนนน,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,Bowji K.,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,FIRST Mk,พี่ลืมปิดไมค,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,กระต่าย ผู้ไม่กินผัก,:_hello::_hello::_hello::_pake::_pake:,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,Piraya P,อ้าว,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Cumberoil ,ไมค์ๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,WSrZ,มา Cutetos,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,DeftSheep,ไมค์ๆๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Loscop Forza,ลืมปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Borsaraear,เปิดไมค์หรือยังงงง,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,jodie Holmes,โหลๆๆ ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Mint Mintt,พี่ลืมเปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,NongGamgams,ลืมเปิดไมค์ป่าวว,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Wenldy Blue,เปิดไมค์ก่อนๆๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,NongBew,ลืมเปิดไมค์นะพี่นะ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Nat Natta,เสียงอ่า,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Mintny Bambi,ไมค์พี่55555,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,ORANGIE,พี่เอกกกกกกกก,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,Zac Seki,ไมค์ๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,Pear Sisky,มาาาาาาาา,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,เบ้นซ์ ยุดยา,:_hellothere::_hellothere::_hellothere::_hellothere:,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:31,Pakwun Y.,พี่เอกกกก,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:31,June Bunny,เปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Armun,ไม พี่,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,evejangja,พี่เอกก,0,0,0,0,0,0,1,0,0,0
30/11/2022 19:32,????????? ,พี่ไม่ใช่แค่ชอบหรอก หนูว่าพี่คลั่งรักมากกว่า(ชื่อคลิปอ่ะ)55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,NARDEAR KRS,เปิดไมค์ก่อนท่านชาย,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Gap Kanchai (PK-81),สวัสดีคุณเอกกกก,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,MIRAmini,อาการเป็นยังไงไหนเล่า,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,my sunshine,ไมค์ค่ะไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,apota,ไม่ทันโอเลลล,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Kai me lumyai,ไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,llWUdha,ลืมปิดไมค์,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,NIN NIN,เปิดไมค์คับ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,KUNG,ไมค์พัง,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,GolfForFun07,น้องมา,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,evejangja,ไมค์ละ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Mooklymbjba,พี่ๆๆ ไมค์ๆๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,zDeandalusz,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,KIM JUN,สวัสดีค๊าบบบบบบบบบ,0,0,0,0,0,0,1,0,0,0
30/11/2022 19:32,NARDEAR KRS,5555,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,PatterDucky,แกล้งอะจิ,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,Pear Sisky,พี่เอก555555,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,โบโตกราฟเฟอร์,ไมค์ ๆ เปิดยังงงง,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Nuke s. Gundam,:_hellothere:,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,Piraya P,ลืมเปิดไมค์อ่อ55555,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,AnotherSky53,ดูถึงตอน 17 เอง ดูได้ไหมคะ 5555 ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Moo Krob,เดี๋ยวววววว,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,MentaruDisorder,:_hrk::_god::_hello:,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,Nipawan noree,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,imvi,5555555,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,Ju'mas,55555,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,PeaMook ._.,อุ้ยมาวันพุธจริงด้วย,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Annie,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,DARVINCHYZ,ยังดูไม่ถึงเลยพี่ชายยย,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Password is Password,อ่าเรายังดูค้างไว้ที่พาท14เดี๋ยวกลับมาดูย้อนนะครับ,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,qk kqq,มาค้าบบบบ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,GLOY Maneerat,5555555,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,MissMigraines,นึกว่าพี่จะไม่มาซะแล้ว เป็นวันเกิดที่ดีมากๆอีกปีล่ะ แต่จอญาติเปิดเสียงไปทำงานไปนะ,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,Cumberoil ,เขินเลอ 55555,66.67,1,0,0,0,0,0,0,0,1
30/11/2022 19:32,wawawawawawhanjupjupjapjap,5555555,66.67,1,0,0,0,0,0,0,0,0
30/11/2022 19:32,darkchocoat,:_pake:,66.67,1,0,0,0,0,0,0,0,0
30/11/2022 19:32,Amaraporh Ppd,555555,66.67,1,0,0,0,0,0,0,0,0
30/11/2022 19:32,evejangja,เอาใหม่ๆ,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,chiondb,สวัสดีค่ะพี่เอก,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,kanittin,Welcome New Member!,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,Taew is Happy ??,ยูธูปไม่เตือนเลยยยยย,66.67,1,0,0,0,0,0,0,0,1
30/11/2022 19:32,นม อินฮาร์ทแลนด์,น้องมาาา,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,GLOY Maneerat,ดีค้าบพี่,75,1,0,0,0,0,0,0,0,1
30/11/2022 19:32,Sun,:_punch::_punch:,75,1,0,0,0,0,0,0,0,0
30/11/2022 19:32,Loki Chan,เช็คชื่อค่า:_hello::_hello:,0,0,0,0,0,0,0,0,0,1
30/11/2022 19:32,Karnnoor MW.,:_hello::_hello::_hello::_hello:,0,0,0,0,0,0,0,0,0,0
30/11/2022 19:32,imvi,อันโยงงๆ,0,0,0,0,0,0,0,0,0,1
